Name_ID,Name,Female,Male,Sex,Age,Class/Dept,Class,Ticket,Joined,Occupation,Boat [Body],Price,Job,Survived,URL,Last,Title,First,DoB,Year_Birth,Date_Death,DoB_Clean,Age_F_Code,Age_F,sibsp,parch
292,"BURKE, Mr Jeremiah ",0,1,male,19,3rd Class Passenger,3,365222,Queenstown,Farm Labourer  ,  ,£6 15s,,0,/titanic-victim/jeremiah-burke.html,BURKE,Mr,Jeremiah,,1893,4-15-1912,6/30/1893,M,18,0,0
333,"CARBINES, Mr William ",0,1,male,19,2nd Class Passenger,2,28424,Southampton,Miner  , [18],£13,,0,/titanic-victim/william-carbines.html,CARBINES,Mr,William,,1893,4-15-1912,6/30/1893,M,18,0,0
443,"COR, Mr Liudevit ",0,1,male,19,3rd Class Passenger,3,349231,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/liudevit-cor.html,COR,Mr,Liudevit,,,4-15-1912,,A,19,0,0
449,"CORNAIRE, Mr Marcel Raymond André ",0,1,male,19,Restaurant Staff,R,,Southampton,Assistant Roast Cook  ,  , , ,0,/titanic-victim/marcel-raymond-andre-cornaire.html,CORNAIRE,Mr,Marcel Raymond André,1892-12-03,,4-15-1912,12/3/1892,C,19,,
468,"CREASE, Mr Ernest James ",0,1,male,19,3rd Class Passenger,3,3464,Southampton,Tinsmith  ,  ,£8 3s 2d,,0,/titanic-victim/ernest-james-crease.html,CREASE,Mr,Ernest James,,1893,4-15-1912,6/30/1893,M,18,0,0
494,"DAKIC, Mr Branko ",0,1,male,19,3rd Class Passenger,3,349228,Southampton,General Labourer  ,  ,£10 3s 5d,,0,/titanic-victim/branko-dakic.html,DAKIC,Mr,Branko,,,4-15-1912,,A,19,0,0
510,"DAVIES, Mr Charles Henry ",0,1,male,19,2nd Class Passenger,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/charles-henry-davies.html,DAVIES,Mr,Charles Henry,,1893,4-15-1912,6/30/1893,M,18,0,0
533,"DEAN, Mr George H. ",0,1,male,19,Victualling Crew,V,,Southampton,Assistant Saloon Steward  , [252], , ,0,/titanic-victim/george-dean.html,DEAN,Mr,George H.,,,4-15-1912,,A,19,,
547,"DEVANEY, Miss Margaret Delia ",1,0,female,19,3rd Class Passenger,3,330958,Queenstown,,C ,£7 17s 7d,,1,/titanic-survivor/margaret-devaney.html,DEVANEY,Miss,Margaret Delia,1892-05-03,,6-12-1974,5/3/1892,C,19,0,0
670,"FOLEY, Mr Joseph ",0,1,male,19,3rd Class Passenger,3,330910,Queenstown,Farm Labourer  ,  ,£7 17s 7d,,0,/titanic-victim/joseph-foley.html,FOLEY,Mr,Joseph,1893-02-05,,4-15-1912,2/5/1893,C,19,0,0
688,"FORTUNE, Mr Charles Alexander ",0,1,male,19,1st Class Passenger,1,19950,Southampton,,  ,£263,,0,/titanic-victim/charles-alexander-fortune.html,FORTUNE,Mr,Charles Alexander,1892-10-13,,4-15-1912,10/13/1892,C,19,3,2
748,"GLYNN, Miss Mary Agatha ",1,0,female,19,3rd Class Passenger,3,335677,Queenstown,,13,£7 15s,,1,/titanic-survivor/mary-agatha-glynn.html,GLYNN,Miss,Mary Agatha,1893-07-02,,2-26-1955,7/2/1893,C,18,0,0
776,"GRAHAM, Miss Margaret Edith ",1,0,female,19,1st Class Passenger,1,17582,Southampton,,3,£153 9s 3d,,1,/titanic-survivor/margaret-edith-graham.html,GRAHAM,Miss,Margaret Edith,1893-02-16,,4-26-1976,2/16/1893,C,19,0,0
793,"GUSTAFSSON, Mr Alfred Ossian ",0,1,male,19,3rd Class Passenger,3,7534,Southampton,General Labourer  ,  ,£9 16s 11d,,0,/titanic-victim/alfred-ossian-gustafsson.html,GUSTAFSSON,Mr,Alfred Ossian,1892-05-12,,4-15-1912,5/12/1892,C,19,0,0
796,"GUSTAFSSON, Mr Karl Gideon ",0,1,male,19,3rd Class Passenger,3,347069,Southampton,General Labourer  ,  ,£7 15s 6d,,0,/titanic-victim/karl-gideon-gustafsson.html,GUSTAFSSON,Mr,Karl Gideon,1893-04-10,,4-15-1912,4/10/1893,C,19,0,0
802,"HAGLAND, Mr Konrad Mathias Reiersen ",0,1,male,19,3rd Class Passenger,3,65304,Southampton,General Labourer  ,  ,£6 19s 4d,,0,/titanic-victim/konrad-hagland.html,HAGLAND,Mr,Konrad Mathias Reiersen,1892-06-17,,4-15-1912,6/17/1892,C,19,1,0
815,"HAMPE, Mr Léon Jérome ",0,1,male,19,3rd Class Passenger,3,345769,Southampton,Painter & Decorator  ,  ,£9 10s,,0,/titanic-victim/leon-jerome-hampe.html,HAMPE,Mr,Léon Jérome,1892-09-17,,4-15-1912,9/17/1892,C,19,0,0
840,"HARRIS, Mr Charles William ",0,1,male,19,Victualling Crew,V,,Southampton,Saloon Steward (2nd class)  ,  , , ,0,/titanic-victim/charles-william-harris.html,HARRIS,Mr,Charles William,,1893,4-15-1912,6/30/1893,M,18,,
969,"HYLAND, Mr James Leo ",0,1,male,19,Victualling Crew,V,,Southampton,Steward (3rd Class)  ,11, , ,1,/titanic-survivor/leo-james-hyland.html,HYLAND,Mr,James Leo,1893-03-06,,6-14-1974,3/6/1893,C,19,,
987,"JABBUR (ZABOUR), Miss Thamine ",1,0,female,19,3rd Class Passenger,3,2665,Cherbourg,Housekeeper  ,  ,£14 9s 1d,,0,/titanic-victim/thamine-jabbur-zabour.html,JABBUR (ZABOUR),Miss,Thamine,,,4-15-1912,,A,19,1,0
1026,"JOHNSON, Mr William Cahoone Jr. ",0,1,male,19,3rd Class Passenger,3,370160,Southampton,Seaman  ,  , , ,0,/titanic-victim/william-cahoone-johnson.html,JOHNSON,Mr,William Cahoone Jr.,1892-10-01,,4-15-1912,10/1/1892,C,19,0,0
1065,"KATAVELOS, Mr Vasilios G. ",0,1,male,19,3rd Class Passenger,3,2682,Cherbourg,Farmer  , [58],£7 4s 7d,,0,/titanic-victim/vasilios-katavelos.html,KATAVELOS,Mr,Vasilios G.,,,4-15-1912,,A,19,0,0
1077,"KELLY, Mr James ",0,1,male,19,3rd Class Passenger,3,363592,Southampton,Painter & Decorator  ,  ,£8 1s,,0,/titanic-victim/james-kelly.html,KELLY,Mr,James,,1893,4-15-1912,6/30/1893,M,18,0,0
1133,"LACEY, Mr Bertie William ",0,1,male,19,Victualling Crew,V,,Southampton,"Assistant Saloon steward, 2nd Class  ",  , , ,0,/titanic-victim/bert-lacey.html,LACEY,Mr,Bertie William,,1892,4-15-1912,6/30/1892,M,19,,
1209,"LOCKYER, Mr Edward Thomas ",0,1,male,19,3rd Class Passenger,3,1222,Southampton,Grocers Assistant  , [153],£7 17s 7d,,0,/titanic-victim/edward-thomas-lockyer.html,LOCKYER,Mr,Edward Thomas,1892-11-03,,4-15-1912,11/3/1892,C,19,0,0
1214,"LONGMUIR, Mr John Dickson ",0,1,male,19,Victualling Crew,V,,Southampton,Assistant Pantry Steward (2nd class)  ,  , , ,0,/titanic-victim/john-dickson-longmuir.html,LONGMUIR,Mr,John Dickson,,1892,4-15-1912,6/30/1892,M,19,,
1243,"MAIONI, Miss Roberta Elizabeth Mary ",1,0,female,19,1st Class Passenger,1,110152,Southampton,Personal Maid  ,8,£86 10s,Servant,1,/titanic-survivor/roberta-maioni.html,MAIONI,Miss,Roberta Elizabeth Mary,,1892,1-17-1963,6/30/1892,M,19,0,0
1299,"MCCORMACK, Mr Thomas Joseph ",0,1,male,19,3rd Class Passenger,3,367228,Queenstown,Barman  ,  ,£7 15s,,1,/titanic-survivor/thomas-joseph-mccormack.html,MCCORMACK,Mr,Thomas Joseph,1892-12-11,,11-04-1975,12/11/1892,C,19,0,0
1307,"MCEVOY, Mr Michael ",0,1,male,19,3rd Class Passenger,3,36568,Queenstown,Farm Labourer  ,  ,£15 10s,,0,/titanic-victim/michael-mcevoy.html,MCEVOY,Mr,Michael,,1892,4-15-1912,6/30/1892,M,19,0,0
1322,"MCMAHON, Mr Martin ",0,1,male,19,3rd Class Passenger,3,370372,Queenstown,Farm Labourer  ,  ,£7 15s,,0,/titanic-victim/martin-mcmahon.html,MCMAHON,Mr,Martin,,1893,4-15-1912,6/30/1893,M,18,0,0
1328,"MCNAMEE, Mrs Eileen ",1,0,female,19,3rd Class Passenger,3,376566,Southampton,, [53],£16 2s,,0,/titanic-victim/eileen-mcnamee.html,MCNAMEE,Mrs,Eileen,1892-12-16,,4-15-1912,12/16/1892,C,19,1,0
1339,"MELLORS, Mr William John ",0,1,male,19,2nd Class Passenger,2,SW/PP 751,Southampton,Salesman  ,A ,£10 10s,,1,/titanic-survivor/william-mellors.html,MELLORS,Mr,William John,1893-01-14,,7-23-1948,1/14/1893,C,19,0,0
1380,"MOORE, Mr Leonard Charles ",0,1,male,19,3rd Class Passenger,3,54510,Southampton,Bricklayer  ,  ,£8 1s,,0,/titanic-victim/leonard-charles-moore.html,MOORE,Mr,Leonard Charles,,1893,4-15-1912,6/30/1893,M,18,0,0
1423,"NAKID, Mrs Waika ""Mary"" ",1,0,female,19,3rd Class Passenger,3,2653,Cherbourg,,C ,£15 14s 10d,,1,/titanic-survivor/waika-mary-nakid.html,NAKID,Mrs,"Waika ""Mary""",1892-11-18,,1-23-1963,11/18/1892,C,19,1,1
1444,"NEWSOM, Miss Helen Monypeny ",1,0,female,19,1st Class Passenger,1,11752,Southampton,,5,£26 5s 8d,,1,/titanic-survivor/helen-monypeny-newsom.html,NEWSOM,Miss,Helen Monypeny,1892-12-30,,9-07-1965,12/30/1892,C,19,0,2
1445,"NICHOLLS, Mr Joseph Charles ",0,1,male,19,2nd Class Passenger,2,33112,Southampton,Miner  , [101],£36 15s,,0,/titanic-victim/joseph-charles-nicholls.html,NICHOLLS,Mr,Joseph Charles,1892-07-24,,4-15-1912,7/24/1892,C,19,1,1
1518,"PACHERA, Sig. Jean Baptiste Stanislas ",0,1,male,19,Restaurant Staff,R,,Southampton,Assistant Larder Cook  ,  , , ,0,/titanic-victim/jean-baptiste-stanislas-pachera.html,PACHERA,Sig.,Jean Baptiste Stanislas,1892-05-07,,4-15-1912,5/7/1892,C,19,,
1548,"PATCHETT, Mr George ",0,1,male,19,3rd Class Passenger,3,358585,Southampton,Shoemaker  ,  ,£14 10s,,0,/titanic-victim/george-patchett.html,PATCHETT,Mr,George,,1892,4-15-1912,6/30/1892,M,19,0,0
1568,"PENGELLY, Mr Frederick William ",0,1,male,19,2nd Class Passenger,2,28665,Southampton,Miner  ,  ,£10 10s,,0,/titanic-victim/frederick-pengelly.html,PENGELLY,Mr,Frederick William,1892-12-27,,4-15-1912,12/27/1892,C,19,0,0
1582,"PERRY, Mr Edgar Lionel ",0,1,male,19,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,1,/titanic-survivor/edgar-lionel-perry.html,PERRY,Mr,Edgar Lionel,1892-07-21,,11-23-1940,7/21/1892,C,19,,
1593,"PETROFF, Mr Nedialco ",0,1,male,19,3rd Class Passenger,3,349212,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/nedialco-petroff.html,PETROFF,Mr,Nedialco,,,4-15-1912,,A,19,0,0
1602,"PHILLIPS, Miss Kate Florence ",1,0,female,19,2nd Class Passenger,2,250655,Southampton,,11,£26,,1,/titanic-survivor/kate-phillips.html,PHILLIPS,Miss,Kate Florence,1893-01-01,,3-27-1964,1/1/1893,C,19,0,0
1658,"REED, Mr James George ",0,1,male,19,3rd Class Passenger,3,362316,Southampton,Butcher  ,  ,£7 5s,,0,/titanic-victim/james-george-reed.html,REED,Mr,James George,1893-12-27,,4-15-1912,12/27/1893,C,18,0,0
1679,"RICE, Mr Percy ",0,1,male,19,Victualling Crew,V,,Southampton,3rd Class Steward  ,  , , ,0,/titanic-victim/percy-rice.html,RICE,Mr,Percy,,1893,4-15-1912,6/30/1893,M,18,,
1699,"ROBERTON, Mr George Edward ",0,1,male,19,Victualling Crew,V,,Southampton,Assistant Saloon Steward (2nd Class)  , [127], , ,0,/titanic-victim/george-edward-roberton.html,ROBERTON,Mr,George Edward,1892-09-04,,4-15-1912,9/4/1892,C,19,,
1765,"SAGE, Mr George John ",0,1,male,19,3rd Class Passenger,3,2343,Southampton,Barman  ,  ,£69 11s,,0,/titanic-victim/george-john-sage.html,SAGE,Mr,George John,,1892,4-15-1912,6/30/1892,M,19,8,2
1784,"SAUNDERCOCK, Mr William Henry ",0,1,male,19,3rd Class Passenger,3,2151,Southampton,Miner  ,  ,£8 1s,,0,/titanic-victim/william-henry-saundercock.html,SAUNDERCOCK,Mr,William Henry,1892-09-18,,4-15-1912,9/18/1892,C,19,0,0
1800,"SCOTT, Mr John ",0,1,male,19,Victualling Crew,V,,Southampton,Assistant boots steward (1st Class)  ,  , , ,0,/titanic-victim/john-scott.html,SCOTT,Mr,John,,1892,4-15-1912,6/30/1892,M,19,,
1820,"SHEDID, Mr Daher ",0,1,male,19,3rd Class Passenger,3,2698,Cherbourg,, [9],£7 4s 6d,,0,/titanic-victim/daher-shedid.html,SHEDID,Mr,Daher,,,4-15-1912,,A,19,0,0
1826,"SHILLABEER, Mr Charles Frederick ",0,1,male,19,Engineering Crew,E,,Southampton,Trimmer  , [195], , ,0,/titanic-victim/charles-frederick-shillabeer.html,SHILLABEER,Mr,Charles Frederick,1892-12-02,,4-15-1912,12/2/1892,C,19,,
1898,"SøHOLT, Mr Peter Andreas Lauritz Andersen ",0,1,male,19,3rd Class Passenger,3,348124,Southampton,Carpenter / Joiner  ,  ,£7 13s,,0,/titanic-victim/peter-andreas-lauritz-andersen-soholt.html,SøHOLT,Mr,Peter Andreas Lauritz Andersen,1892-07-12,,4-15-1912,7/12/1892,C,19,0,0
1931,"STOYTCHEFF, Mr Ilia ",0,1,male,19,3rd Class Passenger,3,349205,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/ilia-stoytcheff.html,STOYTCHEFF,Mr,Ilia,,,4-15-1912,,A,19,0,0
1940,"STROUD, Mr Edward Alfred Orlando ",0,1,male,19,Victualling Crew,V,,Southampton,Saloon Steward (2nd class)  ,  , , ,0,/titanic-victim/edward-alfred-orlando-stroud.html,STROUD,Mr,Edward Alfred Orlando,,1893,4-15-1912,6/30/1893,M,18,,
1954,"SWANE, Mr George ",0,1,male,19,2nd Class Passenger,2,248734,Southampton,Chauffeur  , [294],£13,Servant,0,/titanic-victim/george-swane.html,SWANE,Mr,George,1892-12-12,,4-15-1912,12/12/1892,C,19,0,0
2066,"VILLVARLANGE, Mr Pierre Léon Gabriel ",0,1,male,19,Restaurant Staff,R,,Southampton,Assistant Soup Cook  ,  , , ,0,/titanic-victim/pierre-leon-gabriel-villvarlange.html,VILLVARLANGE,Mr,Pierre Léon Gabriel,1893-02-28,,4-15-1912,2/28/1893,C,19,,
2095,"WATSON, Mr Ennis Hastings ",0,1,male,19,2nd Class Passenger,2,239856,Belfast,Apprentice Electrician  ,  ,0,H&W Guarantee Group,0,/titanic-victim/ennis-hastings-watson.html,WATSON,Mr,Ennis Hastings,,1893,4-15-1912,6/30/1893,M,18,0,0
10,"ABRAHAMSSON, Mr Abraham August Johannes ",0,1,male,20,3rd Class Passenger,3,3101284,Southampton,,15,£7 18s 6d,,1,/titanic-survivor/august-abrahamsson.html,ABRAHAMSSON,Mr,Abraham August Johannes,,, ,,A,20,0,0
15,"AHIER, Mr Percy Snowden ",0,1,male,20,Victualling Crew,V,,Southampton,Saloon Steward  ,  , , ,0,/titanic-victim/percy-snowden-ahier.html,AHIER,Mr,Percy Snowden,1892-01-08,,4-15-1912,1/8/1892,C,20,,
57,"ANDREASSON, Mr Pål Edvin ",0,1,male,20,3rd Class Passenger,3,347466,Southampton,General Labourer  ,  ,£7 17s 1d,,0,/titanic-victim/paul-edvin-andreasson.html,ANDREASSON,Mr,Pål Edvin,1892-03-21,,4-15-1912,3/21/1892,C,20,0,0
96,"BACCOS, Mr Raffull ",0,1,male,20,3rd Class Passenger,3,2679,Cherbourg,Farm Labourer  ,  ,£7 4s 6d,,0,/titanic-victim/raffull-baccos.html,BACCOS,Mr,Raffull,,1891,4-15-1912,6/30/1891,M,20,0,0
190,"BIGGS, Mr Edward Charles ",0,1,male,20,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/edward-charles-biggs.html,BIGGS,Mr,Edward Charles,1891-08-30,,4-15-1912,8/30/1891,C,20,,
191,"BILLOWS, Mr James ",0,1,male,20,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,0,/titanic-victim/j-billow.html,BILLOWS,Mr,James,,1892,4-15-1912,6/30/1892,M,19,,
193,"BINSTEAD, Mr Walter William ",0,1,male,20,Engineering Crew,E,,Southampton,Trimmer  ,3, , ,1,/titanic-survivor/walter-binstead.html,BINSTEAD,Mr,Walter William,1891-11-09,, ,11/9/1891,C,20,,
248,"BRAF, Miss Elin Ester Maria ",1,0,female,20,3rd Class Passenger,3,347471,Southampton,Servant  ,  ,£7 17s 1d,,0,/titanic-victim/elin-ester-maria-braf.html,BRAF,Miss,Elin Ester Maria,1891-10-16,,4-15-1912,10/16/1891,C,20,0,0
259,"BRICOUX, Mr Roger Marie ",0,1,male,20,Band,B,250654,Southampton,Musician  ,  ,0,Musician,0,/titanic-victim/roger-bricoux.html,BRICOUX,Mr,Roger Marie,1891-06-01,,4-15-1912,6/1/1891,C,20,,
281,"BRYHL, Miss Dagmar Jenny Ingeborg ",1,0,female,20,2nd Class Passenger,2,236853,Southampton,,12,£26,,1,/titanic-survivor/dagmar-bryhl.html,BRYHL,Miss,Dagmar Jenny Ingeborg,1891-09-02,, ,9/2/1891,C,20,1,0
290,"BUNNELL, Mr Wilfred James ",0,1,male,20,Victualling Crew,V,,Belfast,Plate Steward  ,  , , ,0,/titanic-victim/wilfred-bunnell.html,BUNNELL,Mr,Wilfred James,,1891,4-15-1912,6/30/1891,M,20,,
298,"BURRAGE, Mr Arthur Victor Edwards ",0,1,male,20,Victualling Crew,V,,Southampton,Plate Steward  ,13, , ,1,/titanic-survivor/alfred-burrage.html,BURRAGE,Mr,Arthur Victor Edwards,1891-08-04,,12-06-1951,8/4/1891,C,20,,
377,"CHARTERS, Mr David ",0,1,male,20,3rd Class Passenger,3,13032,Queenstown,General Labourer  ,  ,£7 14s 8d,,0,/titanic-victim/david-charters.html,CHARTERS,Mr,David,1891-06-05,,4-15-1912,6/5/1891,C,20,0,0
407,"COELHO, Mr Domingos Fernandeo ",0,1,male,20,3rd Class Passenger,3,3101307,Southampton,General Labourer  ,  ,£7 1s,,0,/titanic-victim/domingos-fernandeo-coelho.html,COELHO,Mr,Domingos Fernandeo,1891-06-19,,4-15-1912,6/19/1891,C,20,0,0
452,"COTTERILL, Mr Henry ",0,1,male,20,2nd Class Passenger,2,29107,Southampton,Carpenter / Joiner  ,  ,£11 10s,,0,/titanic-victim/harry-cotterill.html,COTTERILL,Mr,Henry ,,1891,4-15-1912,6/30/1891,M,20,0,0
465,"CRAFTER, Mr Frederick Horace ",0,1,male,20,Victualling Crew,V,,Southampton,Saloon Steward (1st class)  ,15, , ,1,/titanic-survivor/frederick-crafter.html,CRAFTER,Mr,Frederick Horace,1891-08-02,, ,8/2/1891,C,20,,
524,"DE MARSICO, Sig. Govanni ",0,1,male,20,Restaurant Staff,R,,Southampton,Assistant Waiter  ,  , , ,0,/titanic-victim/govanni-de-marsico.html,DE MARSICO,Sig.,Govanni,,,4-15-1912,,A,20,,
546,"DESVERNINE, Mr Louis Gabriel ",0,1,male,20,Restaurant Staff,R,,Southampton,Assistant Pastry Cook  ,  , , ,0,/titanic-victim/louis-gabriel-desvernine.html,DESVERNINE,Mr,Louis Gabriel,1891-08-20,,4-15-1912,8/20/1891,C,20,,
575,"DORNIER, Mr Louis Auguste ",0,1,male,20,Restaurant Staff,R,,Southampton,Assistant Fish Cook  ,  , , ,0,/titanic-victim/louis-auguste-dornier.html,DORNIER,Mr,Louis Auguste,1891-10-16,,4-15-1912,10/16/1891,C,20,,
672,"FOLEY, Mr William ",0,1,male,20,3rd Class Passenger,3,365235,Queenstown,Farm Labourer  ,  ,£7 15s,,0,/titanic-victim/william-foley.html,FOLEY,Mr,William,,1892,4-15-1912,6/30/1892,M,19,0,0
738,"GILES, Mr Frederick Edward ",0,1,male,20,2nd Class Passenger,2,28134,Southampton,Bus Driver  ,  ,£11 10s,,0,/titanic-victim/frederick-edward-giles.html,GILES,Mr,Frederick Edward,,1891,4-15-1912,6/30/1891,M,20,1,0
781,"GREEN, Mr George ",0,1,male,20,Engineering Crew,E,,Southampton,Trimmer  ,  , , ,0,/titanic-victim/george-green.html,GREEN,Mr,George,,1892,4-15-1912,6/30/1892,M,19,,
829,"HARDING, Mr Alfred John ",0,1,male,20,Victualling Crew,V,,Southampton,Assistant Pantry Steward (2nd class)  ,  , , ,0,/titanic-victim/a-harding.html,HARDING,Mr,Alfred John,,1891,4-15-1912,6/30/1891,M,20,,
900,"HICKMAN, Mr Stanley George ",0,1,male,20,2nd Class Passenger,2,14879,Southampton,,  ,£73 10s,,0,/titanic-victim/stanley-hickman.html,HICKMAN,Mr,Stanley George,,1891,4-15-1912,6/30/1891,M,20,2,0
916,"HOCKING, Miss Ellen ",1,0,female,20,2nd Class Passenger,2,29105,Southampton,,4,£23,,1,/titanic-survivor/ellen-hocking.html,HOCKING,Miss,Ellen ,1891-11-05,,10-14-1963,11/5/1891,C,20,2,1
931,"HOLLOWAY, Mr Sidney ",0,1,male,20,Victualling Crew,V,,Southampton,Assistant clothes presser steward  , [273], , ,0,/titanic-victim/sidney-holloway.html,HOLLOWAY,Mr,Sidney,,1888,4-15-1912,6/30/1888,M,23,,
979,"INGRAM, Mr George ",0,1,male,20,Engineering Crew,E,,Southampton,Trimmer  , [204], , ,0,/titanic-victim/charles-ingram.html,INGRAM,Mr,George,1892-09-28,,4-15-1912,9/28/1892,C,19,,
981,"INGS, Mr William Ernest ",0,1,male,20,Victualling Crew,V,,Southampton,Scullion  ,  , , ,0,/titanic-victim/william-ernest-ings.html,INGS,Mr,William Ernest,,1892,4-15-1912,6/30/1892,M,19,,
985,"IVANOFF, Mr Kanio ",0,1,male,20,3rd Class Passenger,3,349201,Southampton,General Labourer  ,  ,£7 17s 11d,,0,/titanic-victim/kanio-ivanoff.html,IVANOFF,Mr,Kanio,,,4-15-1912,,A,20,0,0
1007,"JENSEN, Mr Hans Peder ",0,1,male,20,3rd Class Passenger,3,350050,Southampton,,  ,£7 17s 1d,,0,/titanic-victim/hans-peder-jensen.html,JENSEN,Mr,Hans Peder,,,4-15-1912,,A,20,0,0
1038,"JONES, Mr Victor Reginald ",0,1,male,20,Victualling Crew,V,,Southampton,Saloon Steward (1st class)  ,  , , ,0,/titanic-victim/reginald-jones.html,JONES,Mr,Victor Reginald,,1891,4-15-1912,6/30/1891,M,20,,
1049,"JUSSILA, Miss Katriina ",1,0,female,20,3rd Class Passenger,3,4136,Southampton,Servant  ,  ,£9 16s 10d,,0,/titanic-victim/katriina-jussila.html,JUSSILA,Miss,Katriina,,,4-15-1912,,A,20,1,0
1075,"KELLY, Miss Anna Katherine ",1,0,female,20,3rd Class Passenger,3,9234,Queenstown,,16,£7 15s,,1,/titanic-survivor/anna-katherine-kelly.html,KELLY,Miss,Anna Katherine,1892-01-14,,12-28-1969,1/14/1892,C,20,0,0
1095,"KHALIL, Mrs Zahie ",1,0,female,20,3rd Class Passenger,3,2660,Cherbourg,Farm Labourer  ,  ,£14 9s 1d,,0,/titanic-victim/zahie-maria-khalil.html,KHALIL,Mrs,Zahie ,,,4-15-1912,,A,20,1,0
1105,"KING, Mr G. ",0,1,male,20,Victualling Crew,V,,Southampton,Scullion  ,  , , ,0,/titanic-victim/g-king.html,KING,Mr,G.,,,4-15-1912,,A,20,,
1173,"LENNON, Mr Denis ",0,1,male,20,3rd Class Passenger,3,370371,Queenstown,General Labourer  ,  ,£15 10s,,0,/titanic-victim/denis-lennon.html,LENNON,Mr,Denis,1891-12-09,,4-15-1912,12/9/1891,C,20,1,0
1185,"LIGHT, Mr Christopher William ",0,1,male,20,Engineering Crew,E,,Southampton,Fireman  ,  , , ,0,/titanic-victim/christopher-william-light.html,LIGHT,Mr,Christopher William,1891-12-25,,4-15-1912,12/25/1891,C,20,,
1193,"LINDQVIST, Mr Eino William ",0,1,male,20,3rd Class Passenger,3,3101285,Southampton,,15,£7 18s 6d,,1,/titanic-survivor/eino-william-lindqvist.html,LINDQVIST,Mr,Eino William,1892-02-13,, ,2/13/1892,C,20,1,0
1219,"LOVELL, Mr John Hall ",0,1,male,20,3rd Class Passenger,3,21173,Southampton,Farmer  ,  ,£7 5s,,0,/titanic-victim/john-hall-henry-lovell.html,LOVELL,Mr,John Hall,,1892,4-15-1912,6/30/1892,M,19,0,0
1234,"MACKAY, Mr George William ",0,1,male,20,3rd Class Passenger,3,42795,Southampton,Footman  ,  ,£7 11s,,0,/titanic-victim/george-william-mackay.html,MACKAY,Mr,George William,1892-01-05,,4-15-1912,1/5/1892,C,20,0,0
1265,"MARRIOTT, Mr John William ",0,1,male,20,Victualling Crew,V,,Southampton,Assistant Pantryman Steward (1st Class)  , [2], , ,0,/titanic-victim/j-marriott.html,MARRIOTT,Mr,John William,,1891,4-15-1912,6/30/1891,M,20,,
1268,"MARTIN, Miss Mabel Elvina ",1,0,female,20,Restaurant Staff,R,,Southampton,Cashier  ,  , , ,1,/titanic-survivor/mabel-edwina-martin.html,MARTIN,Miss,Mabel Elvina,1892-03-18,,4-02-1960,3/18/1892,C,20,,
1279,"MATTMANN, Sig. Adolf ",0,1,male,20,Restaurant Staff,R,,Southampton,Ice Man  ,  , , ,0,/titanic-victim/adolf-mattmann.html,MATTMANN,Sig.,Adolf,1891-08-29,,4-15-1912,8/29/1891,C,20,,
1370,"MONRóS, Sr. Joan Javier ",0,1,male,20,Restaurant Staff,R,,Southampton,Assistant Waiter  , [27], , ,0,/titanic-victim/jean-javier-mouros.html,MONRóS,Sr.,Joan Javier,,1892,4-15-1912,6/30/1892,M,19,,
1407,"MULLIN, Mr Thomas ",0,1,male,20,Victualling Crew,V,,Southampton,3rd Class Steward  , [323], , ,0,/titanic-victim/thomas-mullin.html,MULLIN,Mr,Thomas,1891-08-26,,4-15-1912,8/26/1891,C,20,,
1422,"NAKID, Mr Sahid ",0,1,male,20,3rd Class Passenger,3,2653,Cherbourg,,C ,£15 14s 10d,,1,/titanic-survivor/sahid-nakid.html,NAKID,Mr,Sahid,,1891,12-30-1926,6/30/1891,M,20,1,1
1430,"NASSR RIZQ, Mr Saade ",0,1,male,20,3rd Class Passenger,3,2676,Cherbourg,,  ,£7 4s 6d,,0,/titanic-victim/saade-nassr-rizq.html,NASSR RIZQ,Mr,Saade,,,4-15-1912,,A,20,0,0
1461,"NOFAL, Mr Mansouer ",0,1,male,20,3rd Class Passenger,3,2697,Cherbourg,Journalist  , [181],£7 4s 7d,,0,/titanic-victim/mansouer-nofal.html,NOFAL,Mr,Mansouer,,,4-15-1912,,A,20,0,0
1468,"NOURNEY, Mr Alfred ",0,1,male,20,1st Class Passenger,1,2166,Cherbourg,Gentleman  ,7,£13 17s 3d,,1,/titanic-survivor/alfred-nourney.html,NOURNEY,Mr,Alfred,1892-02-26,,11-15-1972,2/26/1892,C,20,0,0
1499,"OLSVIGEN, Mr Thor Anderson ",0,1,male,20,3rd Class Passenger,3,6563,Southampton,Salesman  , [89],£9 4s 6d,,0,/titanic-victim/thor-anderson-olsvigen.html,OLSVIGEN,Mr,Thor Anderson,1892-02-07,,4-15-1912,2/7/1892,C,20,0,0
1502,"ORESKOVIC, Miss Marija ",1,0,female,20,3rd Class Passenger,3,315096,Southampton,Farm Labourer  ,  ,£8 13s 3d,,0,/titanic-victim/marija-oreskovic.html,ORESKOVIC,Miss,Marija,,,4-15-1912,,A,20,0,0
